id,rating
0,4.803243771195412
1,1.0209547661244869
2,4.58625251352787
3,4.719341298937797
4,4.6118433404713866
5,4.625467685610056
6,4.715455397963524
7,4.8029910415411
8,4.566675502061844
9,3.8561913304030897
10,4.47060404419899
11,4.714342185854912
12,4.8029037564992905
13,4.522548224031925
14,4.579183514458123
15,4.4758440865203735
16,2.883813163638115
17,3.2553188383579252
18,4.551486998796463
19,4.625577557832003
20,4.276494839787484
21,4.847817319631576
22,4.5645769540220495
23,2.6264637656509877
24,1.1757869988679885
25,2.1517708390951156
26,4.696810984611512
27,4.8080900400877
28,4.608696550130844
29,4.704234254360199
30,4.263088682293892
31,1.0019759111106397
32,4.535444648191333
33,4.745624870061874
34,4.6515735507011415
35,1.883976823091507
36,4.813295283913613
37,4.5620614171028135
38,4.850455939769745
39,4.529429654031992
40,4.4145809471607205
41,3.9719374805688856
42,4.604942823946476
43,3.231996923685074
44,1.1513677686452866
45,1.0901842623949052
46,2.875701889395714
47,4.162930165231228
48,4.251642626523972
49,4.745114129781723
50,4.675107380747795
51,1.1791947036981583
52,2.5500162467360497
53,4.37080694437027
54,4.7583869129419325
55,4.845919287204742
56,4.592572826147079
57,4.4114896561950445
58,1.0
59,3.049170672893524
60,4.673100760579109
61,4.761840748786926
62,4.51994466073811
63,1.1601426929235459
64,4.682165339589119
65,4.811943128705025
66,3.4888569355010985
67,3.660646003484726
68,4.531982672214508
69,4.589659847691655
70,4.779152682423591
71,4.0153227806091305
72,4.735130840539933
73,3.4631637182086705
74,4.813265606760979
75,4.823236793279648
76,4.145088650286198
77,4.755631142854691
78,4.413204911351204
79,4.726882997155189
80,1.9572359472513199
81,4.8236169308424
82,4.271487328410148
83,4.794212612509727
84,4.605790922045708
85,4.731069654226303
86,4.750232368707657
87,1.1770536035299302
88,4.592431077733636
89,4.825285947322845
90,4.632811214029789
91,2.849336452782154
92,4.82300084233284
93,4.6139230515807865
94,3.464896070584655
95,3.7375624626874924
96,4.699001394212246
97,3.4736293107271194
98,4.706513118743897
99,4.577844670414924
100,4.233379358053208
101,2.0124532729387283
102,4.81457781791687
103,4.715267437696457
104,4.543598636984825
105,4.545681873196736
106,1.122851613163948
107,4.777802613377571
108,1.156868678331375
109,1.2523052036762237
110,4.626250395178795
111,4.81676014661789
112,2.3629153996706007
113,4.799037566781044
114,2.148973619937897
115,4.5959611279889945
116,2.4502938985824585
117,4.850070708990097
118,4.106808745861054
119,4.306262502074242
120,4.325671806186437
121,4.4111202483996745
122,4.851571166515351
123,4.653889763355255
124,4.676210108399391
125,4.742227348685264
126,4.7928387224674225
127,4.492765790224075
128,3.821890288591385
129,1.2008069157600403
130,1.201930034160614
131,4.247511070594191
132,4.848810425400734
