id,rating
0,4.739688611030578
1,1.0
2,4.561311906576156
3,4.699453413486481
4,4.3184387173503636
5,4.275301726162434
6,4.647180277109146
7,4.796196317672729
8,4.497928410768509
9,3.6791284799575807
10,4.455394607782364
11,4.656819015741348
12,4.762052285671234
13,4.192417643964291
14,4.307497780770063
15,4.158900448679924
16,2.959674620628357
17,3.2726367890834807
18,4.526672565937043
19,4.292753803730011
20,4.271214759349823
21,4.831064695119858
22,4.334789204597473
23,2.485524567216635
24,1.3353968501091003
25,2.229546570777893
26,4.685063642263413
27,4.795237374305725
28,4.602291011810303
29,4.670440429449082
30,4.2372646033763885
31,1.0604050427675247
32,4.192780394852162
33,4.720470863580704
34,4.646288901567459
35,2.006347006559372
36,4.785052573680877
37,4.527482640743256
38,4.826414853334427
39,4.276462024543434
40,4.396437805891037
41,3.966281312704086
42,4.270952123403549
43,3.284518337249756
44,1.3071712374687194
45,1.189705204963684
46,2.9214926183223726
47,4.09790213406086
48,4.246510583162308
49,4.71837899684906
50,4.657714092731476
51,1.3396499812602998
52,2.57735338807106
53,4.382127630710602
54,4.716835826635361
55,4.826215100288391
56,4.593107181787491
57,4.133541645109654
58,1.0
59,3.0540941774845125
60,4.659382230043411
61,4.750818061828613
62,4.232820314541459
63,1.3035503268241881
64,4.587649697065354
65,4.780104327201843
66,3.515255105495453
67,3.657344776391983
68,4.488781368732452
69,4.250840276479721
70,4.760275536775589
71,3.9367180436849596
72,4.677226692438126
73,3.1870039120316505
74,4.771636092662812
75,4.799932700395584
76,4.071692883968353
77,4.6927919566631315
78,4.392402631044388
79,4.6716776371002195
80,2.0661247313022613
81,4.799883997440338
82,4.27784418463707
83,4.745549011230469
84,4.553158634901047
85,4.7165483117103575
86,4.697943568229675
87,1.332301712036133
88,4.311522363312543
89,4.807249909639358
90,4.534938302636147
91,2.8324214071035385
92,4.772960382699966
93,4.358518129587173
94,3.182231676578522
95,3.758504045009613
96,4.612419974803925
97,3.501463550329208
98,4.665693086385727
99,4.442876353859901
100,4.156982910633087
101,2.1199029982089996
102,4.781446868181229
103,4.665228980779648
104,4.2130272284150125
105,4.324397883377969
106,1.2704846680164337
107,4.717012482881546
108,1.3085990965366363
109,1.3852246046066283
110,4.594569849967956
111,4.802137154340744
112,2.486052709817886
113,4.758997774124145
114,2.2475553154945374
115,4.34157337192446
116,2.5644863843917847
117,4.842024481296539
118,4.123431485891342
119,4.333204472064972
120,4.227683368325233
121,4.155737045779825
122,4.834823793172836
123,4.633656519651413
124,4.665844917297363
125,4.714538776874543
126,4.799794101715088
127,4.352997291088104
128,3.8540392398834227
129,1.3335200130939484
130,1.340652483701706
131,3.9318002432584764
132,4.837524777650833
133,4.808111941814422
134,4.285214227437973
135,4.293185521662235
136,4.7772767543792725
137,4.174387174844742
138,3.816349045932293
139,4.091073352098465
140,1.676680939272046
141,4.1729786925017835
142,4.459152370691299
143,4.807438898086548
144,3.7401939630508423
145,4.2861001044511795
146,3.3759060561656953
147,4.537354111671448
148,4.307393376529217
149,4.756332904100418
150,4.64183298945427
151,4.682482331991196
152,2.6135061204433443
153,4.251686871796847
154,4.703713339567185
155,3.1622147619724275
156,1.3653478920459747
157,1.0
158,1.3014728784561158
159,4.829775649309158
160,3.0124135613441467
161,4.061907041072845
162,1.25948725938797
163,4.8302800297737125
164,4.823152089118958
165,4.517229720950127
166,2.84792383313179
167,4.818204689025879
168,4.638226586580276
169,4.504276585578919
170,4.264217483997345
171,4.47332512140274
172,4.833295476436615
173,2.3483796238899233
174,4.27971078902483
175,4.7846085846424105
176,1.7664611101150514
177,4.5430787861347195
178,2.100872826576233
179,4.692125064134598
180,4.250108585134148
181,4.776816135644912
182,1.2038621485233307
183,1.0
184,4.20577013194561
185,4.735204082727432
186,4.178122280538082
187,3.814518839120865
188,4.672198730707168
189,4.389125016331673
190,4.283055773377418
191,4.368578654527664
192,4.732750487327576
193,1.2452921926975251
194,2.947060024738312
195,4.5955538839101795
196,4.475451534986496
197,3.0094417415559294
198,1.1999308049678803
199,4.772264629602432
200,3.0364944279193877
201,4.643719398975373
202,4.716534775495529
203,4.591259849071503
204,3.494960978999734
205,4.3100781548768285
206,4.781597554683685
207,4.418179380893707
208,4.531608659029007
209,4.561896270513534
210,3.934939903020859
211,4.296373316645623
212,4.6506781578063965
213,4.20026188492775
214,4.695654141902923
215,4.824195522069931
216,4.66478978395462
217,4.716682690382004
218,4.661751902103424
219,2.2652084171772002
220,4.686814576387405
221,2.455564900673926
222,4.292852935940028
223,4.709566813707352
224,4.28939936645329
225,3.00175164937973
226,4.208021332323551
227,4.253890448436141
228,4.8027198135852815
229,4.229380238056183
230,3.4513112997636197
231,1.1920399367809296
232,1.2842843770980834
233,1.7435545921325684
234,4.752941477298736
235,1.5976389527320862
236,4.3626687180250885
237,4.266140104830265
238,4.728860104084015
239,3.0190123107284306
240,4.2734990287572145
241,4.525141975283622
242,4.756162142753601
243,4.500673019886017
244,4.747733682394028
245,3.109618127346039
246,3.3910448655486105
247,4.714270359277725
248,4.29901602268219
249,3.5684438280761244
250,4.392975342273712
251,1.3580772936344148
252,4.570355194807052
253,2.5210178673267363
254,3.52904127240181
255,4.651637852191925
256,3.5029146537184714
257,4.2606565177440645
258,4.672720456123352
259,4.471157640218735
260,3.534927177429199
261,1.813373339176178
262,2.60013484954834
263,3.8730731077492235
264,1.0
265,3.3830316746258178
266,2.479939752817154
267,1.2176666796207427
268,1.9866260826587676
269,3.899515999481082
270,1.2932896316051483
271,4.351714503765106
272,3.437630760669708
273,4.617854595184326
274,4.569338154792786
275,4.698798191547394
276,3.2180029332637785
277,3.5287485122680664
278,1.6864239059388637
279,4.279945065826178
280,4.692031359672546
281,3.251465255022049
282,4.243841388821602
283,1.1514254927635192
284,4.204142523556948
285,3.8026633739471434
286,4.229944926407188
287,4.586966133117675
288,3.9033284962177275
289,4.727935886383056
290,4.390407305955887
291,4.828730195760727
292,1.0
293,1.301798278093338
294,4.042981053888798
295,4.78485199213028
296,4.408993273228407
297,1.0
298,2.3221837878227234
299,3.5704563736915587
300,4.668902134895324
301,3.9814182221889496
302,4.781288844347
303,4.719166576862335
304,4.840826487541198
305,4.590945720672607
306,4.760484099388123
307,4.633430379629135
308,4.695243501663208
309,2.7212288618087768
310,4.781057119369507
311,4.587188935279846
312,1.3361096121370792
313,4.827882945537567
314,4.170565110445023
