id,rating
0,4.724269
1,1.4668647
2,4.446292
3,4.6357455
4,4.5719595
5,4.6092825
6,4.6795444
7,4.7939215
8,4.470105
9,4.1669025
10,4.562896
11,4.7078295
12,4.6185875
13,4.6237307
14,4.677602
15,4.4870515
16,3.0847526
17,3.1966524
18,4.5195394
19,4.678893
20,4.2219057
21,4.695488
22,4.6376405
23,3.2573483
24,1.3854918
25,2.7874565
26,4.5491753
27,4.6353083
28,4.573988
29,4.548949
30,3.2934608
31,1.3105756
32,4.499473
33,4.6222744
34,4.65201
35,1.7198796
36,4.675048
37,4.6559024
38,4.620982
39,4.6088195
40,4.220906
41,4.6107674
42,4.5896926
43,2.2307777
44,1.3492607
45,1.417691
46,3.3278549
47,4.4238358
48,3.7126565
49,4.7288737
50,4.6053143
51,1.63269
52,3.0787387
53,4.4887676
54,4.712544
55,4.7008066
56,4.290811
57,4.127903
58,1.2313075
59,2.8931131
60,4.649309
61,4.6489058
62,4.6230307
63,1.6844443
64,4.7055163
65,4.6991806
66,3.4735038
67,2.3477402
68,4.320206
69,4.6339035
70,4.6109567
71,4.371248
72,4.6537504
73,4.5261955
74,4.8062234
75,4.658511
76,4.6014314
77,4.4726143
78,4.2192454
79,4.635005
80,3.9896166
81,4.6542244
82,4.2690344
83,4.761918
84,4.702483
85,4.471915
86,4.591288
87,1.6832105
88,4.829279
89,4.559767
90,4.612193
91,2.662939
92,4.687368
93,4.6983385
94,2.291304
95,3.4038212
96,4.668046
97,3.481927
98,4.635613
99,4.710778
100,4.262026
101,2.3824244
102,4.692769
103,4.5957966
104,4.6101065
105,4.661016
106,1.5039928
107,4.675132
108,1.3034663
109,1.7982912
110,4.312882
111,4.6827803
112,2.9987946
113,4.6897326
114,2.9148211
115,4.6668057
116,2.7665126
117,4.782639
118,4.1495857
119,4.414113
120,4.3449197
121,4.5901976
122,4.665457
123,4.607665
124,4.619674
125,4.6571765
126,4.639128
127,4.2348003
128,3.4541144
129,1.181787
130,1.262146
131,4.0369964
132,4.6406326
133,4.6725626
134,3.9655085
135,4.6478543
136,4.630615
137,4.300545
138,4.3719645
139,4.412139
140,1.87715
141,4.2064705
142,4.0048723
143,4.640802
144,3.2121205
145,4.6685634
146,4.1580415
147,4.594506
148,4.68519
149,4.6667404
150,4.5393844
151,4.635244
152,2.797371
153,4.666533
154,4.60377
155,3.4596143
156,1.4195682
157,1.4670081
158,1.3663466
159,4.69152
160,2.5077612
161,4.359954
162,1.2202042
163,4.6620827
164,4.6824546
165,4.534491
166,3.1808467
167,4.654464
168,4.5932474
169,4.622159
170,4.629833
171,4.688931
172,4.679559
173,2.8141887
174,4.687345
175,4.6779704
176,1.6830246
177,4.546909
178,2.8571734
179,4.586499
180,4.6680975
181,4.646459
182,1.3200836
183,1.6742163
184,4.532018
185,4.630353
186,4.6006284
187,3.7869823
188,4.632115
189,4.650606
190,4.654596
191,4.621457
192,4.651984
193,1.4830219
194,3.0533948
195,4.660287
196,4.371337
197,3.3452754
198,1.1874447
199,4.699706
200,3.698349
201,4.5570126
202,4.716261
203,4.527947
204,3.5126145
205,4.6722713
206,4.521956
207,4.4405546
208,4.3680687
209,4.4838667
210,3.918814
211,4.657854
212,4.65878
213,4.2930374
214,4.695418
215,4.6084766
216,4.6777377
217,4.6179295
218,4.6934843
219,2.754034
220,4.714615
221,3.0098124
222,4.752358
223,4.645304
224,4.616578
225,3.808226
226,4.621748
227,4.166688
228,4.6683474
229,4.693895
230,4.2407513
231,1.3129431
232,1.273109
233,1.6730254
234,4.678328
235,1.5753037
236,4.680213
237,4.645371
238,4.6954927
239,3.3245072
240,4.727568
241,4.693238
242,4.650773
243,4.170433
244,4.6526737
245,3.1424932
246,3.9517155
247,4.6340876
248,4.021781
249,3.407248
250,4.401773
251,1.2810621
252,4.499608
253,3.9988732
254,3.3209636
255,4.6404743
256,4.064006
257,4.6785355
258,4.756546
259,4.173427
260,3.545877
261,1.4532595
262,2.9691162
263,4.4140086
264,1.9221737
265,4.0102963
266,2.564209
267,1.279384
268,2.318226
269,4.1539936
270,1.3374805
271,4.3638268
272,3.7033143
273,4.593074
274,4.5735884
275,4.604496
276,2.82858
277,3.8903682
278,2.2029905
279,4.7513747
280,4.609806
281,3.9395905
282,4.6075616
283,1.2433009
284,4.670979
285,4.6019607
286,4.5574923
287,4.5570636
288,3.447729
289,4.6699867
290,4.628599
291,4.8090844
292,1.4443827
293,1.498934
294,4.475768
295,4.618311
296,4.7693563
297,2.496624
298,2.225735
299,3.311184
300,4.6658344
301,3.899157
302,4.683003
303,4.698862
304,4.6804943
305,4.637827
306,4.661629
307,4.7394633
308,4.5441318
309,2.4949327
310,4.6718354
311,4.5649457
312,2.1893034
313,4.702675
314,4.5983763
315,3.6854033
316,4.7643585
317,1.4654992
318,1.7410703
319,4.6416163
320,4.617013
321,4.607551
322,4.481604
323,1.2413876
324,3.9376223
325,4.650499
326,4.610818
327,4.3426743
328,4.54651
329,1.5517075
330,3.9407492
331,4.139124
332,4.626664
333,2.311419
334,2.8345265
335,4.1348777
336,4.6117086
337,4.651359
338,4.3102303
339,4.6502376
340,3.5456736
341,4.6904573
342,4.6443086
343,4.6302013
344,3.4332376
345,4.661796
346,4.6813326
347,1.3578026
348,4.3923492
349,4.6139913
350,4.7361364
351,2.8618107
352,4.404195
353,4.539915
354,4.6519885
355,4.4835763
356,4.6440454
357,4.4585533
358,4.4836006
359,4.6327467
360,4.560116
361,4.6587143
362,4.6670027
363,4.6223164
364,4.5184965
365,2.489582
366,4.575721
367,4.5878468
368,3.5645475
369,4.665945
370,1.3436226
371,4.567376
372,3.9350557
373,4.619474
374,3.963252
375,4.692053
376,4.6528354
377,4.6732817
378,4.500845
379,4.609241
380,4.4418983
381,4.6012573
382,4.651314
383,4.5932136
384,3.1462197
385,4.561911
386,1.7836747
387,4.5459085
388,1.122052
389,4.385193
390,4.5289674
391,4.666947
392,4.7215114
393,3.2469969
394,1.8410525
395,4.6812506
396,4.65534
397,4.762121
398,4.580206
399,4.6238475
400,4.602851
401,4.3317127
402,4.6349087
403,4.436071
404,4.45123
405,4.6968284
406,4.6455145
407,4.665853
408,4.277552
409,4.688511
410,4.5418015
411,4.5498886
412,4.663019
413,4.5121956
414,4.682972
415,3.964323
416,1.4383274
417,4.679327
418,4.4499183
419,4.664242
420,4.6852818
421,4.651732
422,4.653289
423,4.682847
424,4.23808
425,4.5593243
426,1.3678524
427,1.8018749
428,4.6303496
429,4.6646137
430,4.6675587
431,4.150943
432,4.3874207
433,4.627507
434,4.690554
435,4.198715
436,4.5928545
437,4.4656835
438,4.515738
439,4.4297566
440,2.5712996
441,4.659813
442,4.658268
443,4.5289974
444,4.6864753
445,4.6261773
446,3.5153024
447,4.3247967
448,1.4772844
449,4.528594
450,4.7124434
451,2.9917464
452,3.3228784
453,4.7099113
454,4.504613
455,4.5369864
456,4.389304
457,4.684554
458,4.745778
459,2.7947001
460,3.393248
461,4.0158477
462,4.6961
463,4.636698
464,2.7245493
465,4.620664
466,4.694792
467,4.6755776
468,4.6599607
469,4.5999527
470,3.3675146
471,1.4464607
472,4.245835
473,4.6266394
474,1.9105551
475,4.604394
476,4.5793324
477,4.7323565
478,4.339964
479,4.7148643
480,3.5855675
481,3.4827576
482,4.6586704
483,4.693872
484,4.516867
485,4.479234
486,4.678617
487,4.6760383
488,1.5856377
489,1.55917
490,4.5048475
491,1.454809
492,4.6435823
493,4.329651
494,4.558409
495,3.6649556
496,4.691102
497,4.429733
498,4.672293
499,3.3115523
500,4.0250673
501,4.477832
502,4.682906
503,4.4934025
504,1.2303684
505,4.4202313
506,4.6841574
507,4.715705
508,4.5926337
509,3.2263982
510,4.6215696
511,4.6570997
512,4.4835215
513,4.5624514
514,2.9054964
515,4.7294345
516,4.6807356
517,4.4700885
518,4.4209776
519,4.48293
520,4.702715
521,4.3725595
522,4.6102943
523,4.6509013
524,4.586414
525,4.6652803
526,4.594203
527,1.3671625
528,3.2870312
529,4.6122622
530,1.3935683
531,3.1016178
532,4.690262
533,4.56376
534,3.0836706
535,4.232687
536,4.516897
537,4.483367
538,4.586385
539,4.702931
540,4.086466
541,2.897175
542,2.644823
543,1.6081076
544,4.674712
545,4.624465
546,3.5790448
547,4.660307
548,3.9935036
549,4.320181
550,4.688175
551,4.688757
552,4.689236
553,3.7277422
554,3.665133
555,2.9157119
556,4.6059537
557,4.6967034
558,4.6163545
559,3.49829
560,1.4920627
561,3.5642357
562,1.4241428
563,1.6039399
564,3.4582677
565,1.5872389
566,1.4202204
567,4.506752
568,4.560239
569,4.579459
570,3.6092944
571,4.607845
572,2.8052626
573,4.569886
574,4.6823063
575,4.6639547
576,4.624061
577,4.2423997
578,4.593747
579,3.4099846
580,1.2809002
581,4.763604
582,4.6586504
583,4.784909
584,4.519678
585,4.5938234
586,4.742154
587,4.2610292
588,4.6220846
589,1.3003542
590,4.4549246
591,1.2488706
592,2.3956237
593,4.4926434
594,4.5769634
595,4.563094
596,3.9071846
597,4.4031553
598,4.6088977
599,4.643158
600,4.6731057
601,2.110836
602,4.496953
603,4.6833987
604,4.0750732
605,4.680631
606,4.8022094
607,4.4928646
608,4.6881566
609,3.2930665
610,4.580497
611,4.6465945
612,4.63545
613,3.4717493
614,4.6150656
615,4.441241
616,4.6269164
617,4.640744
618,4.0915985
619,1.3295758
620,4.60614
621,3.1311994
622,4.6631227
623,3.1775146
624,3.4730363
625,1.7368089
626,4.3031764
627,4.6963177
628,4.670082
629,1.8698708
630,1.3185583
631,4.610066
632,4.6370096
633,4.6660113
634,3.8409972
635,2.3487487
636,3.6719651
637,4.503456
638,4.643566
639,4.266361
640,4.5776434
641,1.5800592
642,4.183614
643,4.7139745
644,1.2848117
645,4.6290703
646,4.527299
647,4.379741
648,4.4403143
649,4.3043675
650,4.701711
651,3.1053457
652,4.694375
653,3.375526
654,4.5824866
655,1.3698878
656,4.665168
657,4.6415014
658,1.7622705
659,4.621054
660,4.6621304
661,4.5850153
662,3.862403
663,3.9012733
664,4.470511
665,4.6760807
666,4.3207207
667,4.7083144
668,4.619241
669,4.558015
670,1.9666266
671,1.3962119
672,3.40317
673,4.4672284
674,1.5698535
675,1.4713104
676,4.5980935
677,4.6722565
678,4.7129583
679,3.2351391
680,4.392518
681,4.5526686
682,4.662055
683,1.316303
684,4.6656413
685,4.5341525
686,3.2798185
687,4.7390623
688,4.6540966
689,4.705788
690,1.3344023
691,4.688322
692,4.589055
693,4.6330233
694,4.737374
695,4.637751
696,4.7281437
697,1.2384435
698,4.6886683
699,3.0578074
700,3.5687652
701,4.4745317
702,4.47107
703,4.6191816
704,4.397896
705,4.578104
706,4.4105167
707,4.661746
708,4.633493
709,4.3290744
710,4.50307
711,4.4905806
712,4.673323
713,4.6637654
714,4.549782
715,4.5881476
716,1.4801719
717,4.56011
718,4.641341
719,1.3589003
720,4.65537
721,4.655356
722,4.7600913
723,4.6494083
724,1.351329
725,1.3966551
726,4.6481714
727,4.747278
728,4.63647
729,4.486251
730,4.7184463
731,2.4360397
732,1.2412379
733,4.2260256
734,4.8005986
735,3.683445
736,4.20757
737,4.687925
738,4.651945
739,1.3111551
740,4.687408
741,4.6543074
742,4.3945236
743,4.2031226
744,4.65151
745,4.6220007
746,3.5162354
747,4.6760707
748,4.0616517
749,3.663225
750,4.634445
751,4.3461843
752,4.5269394
753,4.8070316
754,3.6345344
755,4.414639
756,1.4459748
757,1.6997821
758,1.2955396
759,4.629535
760,4.4660816
761,4.682604
762,4.3021646
763,3.8733702
764,4.6688013
765,4.735192
766,3.05469
767,4.267459
768,4.550318
769,4.6583614
770,4.274628
771,4.5915585
772,4.5611
773,4.565941
774,4.5191555
775,4.659654
776,3.4777906
777,4.0843616
778,4.5713954
779,2.917921
780,4.765235
781,2.645866
782,4.6270404
783,4.6361566
784,1.626255
785,3.8539395
786,4.7181168
787,4.232813
788,4.6585064
789,4.2681413
790,4.6435795
791,4.658037
792,3.1318288
793,1.7374117
