id,rating
0,4.8118777
1,3.22861
2,1.2546661
3,1.6247807
4,4.6473823
5,4.8530016
6,3.022991
7,4.72963
8,4.7090683
9,4.7090683
10,3.9688392
11,3.9482772
12,4.5856967
13,3.2902958
14,4.688506
15,3.8249059
16,4.770754
17,4.6679444
18,4.565135
19,4.8530016
20,4.3389535
21,4.6473823
22,4.4828873
23,4.750192
24,4.6062584
25,4.770754
26,4.4828873
27,4.4417634
28,1.1518567
29,4.7090683
30,4.1127725
31,4.0716486
32,4.5856967
33,3.9071534
34,4.3800774
35,3.0641148
36,4.688506
37,3.7015343
38,4.791316
39,3.557601
40,4.565135
41,3.7015343
42,4.791316
43,4.6268206
44,4.3595157
45,4.565135
46,2.8379338
47,4.4417634
48,1.0
49,3.7015343
50,3.9688392
51,4.8324394
52,4.791316
53,4.72963
54,3.5987246
55,3.76322
56,1.0
57,4.7090683
58,4.72963
59,4.2978296
60,4.5856967
61,4.6679444
62,4.565135
63,3.804344
64,4.0305247
65,4.6062584
66,4.524011
67,1.0
68,4.1127725
69,4.4417634
70,4.256706
71,3.8249059
72,4.791316
73,1.7687142
74,4.6679444
75,4.4006395
76,1.0
77,4.72963
78,4.3800774
79,4.72963
80,2.6117525
81,4.2978296
82,4.791316
83,4.3389535
84,3.4136674
85,4.524011
86,4.544573
87,4.1744585
88,3.4342294
89,4.72963
90,4.503449
91,4.4417634
92,4.8118777
93,4.7090683
94,4.5856967
95,4.524011
96,4.1333346
97,4.8324394
98,4.6268206
99,1.1312947
100,3.516477
101,1.0
102,4.5856967
103,4.5856967
104,4.6473823
105,4.4417634
106,4.2155824
107,4.2978296
108,4.544573
109,3.6809723
110,4.2155824
111,4.277268
112,3.1258006
113,4.688506
114,4.5856967
115,4.5856967
116,1.0
117,4.4417634
118,3.6809723
119,4.6679444
120,4.462325
121,4.6268206
122,4.791316
123,1.0
124,4.236144
125,3.2080483
126,4.688506
127,3.022991
128,4.277268
129,4.3800774
130,4.544573
131,3.4342294
132,4.3595157
133,4.72963
134,4.236144
135,4.770754
136,4.051087
137,1.2341042
138,4.277268
139,3.1874864
140,4.318392
141,3.4342294
142,3.9482772
143,4.6679444
144,1.0
145,3.8454676
146,3.1874864
147,4.236144
148,4.19502
149,4.791316
150,1.0
151,4.1744585
152,4.503449
153,4.503449
154,4.3595157
155,3.7015343
156,4.5856967
157,1.1107328
158,3.8865914
159,4.6679444
160,4.092211
161,4.462325
162,4.1744585
163,4.8324394
164,4.4417634
165,4.750192
166,3.9482772
167,4.8324394
168,4.3595157
169,4.6679444
170,4.6679444
171,4.770754
172,4.750192
173,2.3650098
174,4.688506
175,3.6604104
176,1.521971
177,3.5370388
178,4.4828873
179,4.4417634
180,4.770754
181,4.6062584
182,4.6268206
183,4.6268206
184,4.1744585
185,4.688506
186,4.503449
187,1.0
188,4.3389535
189,4.19502
190,4.750192
191,1.0
192,4.318392
193,3.2902958
194,4.1127725
195,4.1127725
196,3.9071534
197,3.9277153
198,4.688506
199,4.6473823
200,1.2546661
201,4.544573
202,4.72963
203,4.5856967
204,4.1333346
205,4.6679444
206,4.0305247
207,4.6062584
208,4.2978296
209,3.4342294
210,1.9332094
211,4.8324394
212,4.72963
