id,rating
0,4.722258493304253
1,1.0
2,4.543582627177239
3,4.673210206627846
4,4.178971507772803
5,4.197517120093107
6,4.652965143322945
7,4.822829630970955
8,4.41615247130394
9,3.553034583479166
10,4.481732195615768
11,4.627297130227089
12,4.72639162838459
13,4.106874541938305
14,4.084427164620706
15,4.030307594873011
16,3.0446155697107313
17,3.2263458907604217
18,4.497678846120834
19,4.199564304202795
20,4.256633099913597
21,4.862849885225296
22,4.0354547809809445
23,2.437656982988119
24,1.5273610562086106
25,2.3484618932008745
26,4.727556538581848
27,4.827820745110512
28,4.6486983597278595
29,4.633040344715118
30,4.202675995230675
31,1.0059277929365635
32,4.092322561517358
33,4.740038424730301
34,4.688022053241729
35,2.081996816396713
36,4.757566210627556
37,4.510510528087616
38,4.865613043308258
39,4.101757704466581
40,4.373773711919784
41,3.940631577372551
42,4.180595473945141
43,3.3858732879161835
44,1.4541033655405045
45,1.27055284678936
46,3.017705872654915
47,3.931396706402302
48,4.333213096857071
49,4.723048573732376
50,4.7019469171762465
51,1.5375841706991196
52,2.4867551401257515
53,4.4365234732627865
54,4.6924514263868335
55,4.855438220500946
56,4.634675437211991
57,3.92998674698174
58,1.0
59,3.078695833683014
60,4.7062319844961165
61,4.786968493461609
62,4.104216554388404
63,1.4804281383752822
64,4.577138528227806
65,4.7603776305913925
66,3.486864519119263
67,3.5889715015888215
68,4.4597754836082455
69,4.16394471488893
70,4.8011206716299055
71,3.698102283477783
72,4.645010155439377
73,3.1545298833400013
74,4.793543234467506
75,4.83891299366951
76,3.7971522137522697
77,4.589725059270859
78,4.373080977797509
79,4.611679741740227
80,2.181123301386833
81,4.841770973801613
82,4.347234764695168
83,4.724361756443978
84,4.55926128923893
85,4.758199959993362
86,4.654247730970383
87,1.531160870194435
88,4.177409676834941
89,4.795255768299103
90,4.367248968780041
91,2.7949881181120872
92,4.7884004533290865
93,4.176623280718923
94,3.1597269404679538
95,3.740718498826027
96,4.409531362354755
97,3.5285565704107285
98,4.505917167663574
99,4.20921913087368
100,4.062024337053299
101,2.254891976714134
102,4.763131380081177
103,4.647248560190201
104,4.133959725499153
105,4.061207053763792
106,1.3685548990964889
107,4.649370631575584
108,1.4706060945987702
109,1.432344001531601
110,4.639531281590462
111,4.8349406838417055
112,2.6184421867132186
113,4.714793059229851
114,2.295846688747406
115,4.1502162048593165
116,2.7178491353988647
117,4.869610053300858
118,4.197545540332794
119,4.376851347088814
120,3.974802655726671
121,3.928878523595631
122,4.870676290988922
123,4.689817750453949
124,4.706972905993462
125,4.743585923314095
126,4.8112649619579315
127,4.1806847035884855
128,3.925862592458725
129,1.6024208068847656
130,1.6057901620864867
131,3.855388884618878
132,4.862394067645073
133,4.842482399940491
134,4.190194308757782
135,4.161104110628367
136,4.824735373258591
137,4.0634055703878404
138,3.716322919912636
139,4.02604929804802
140,1.6917086768895389
141,3.9488030224107207
142,4.458050161600113
143,4.853318536281586
144,3.79668505191803
145,4.149246483109891
146,3.326613739132881
147,4.586040031909943
148,4.091432315653947
149,4.6874325454235075
150,4.601052290201187
151,4.7080137699842455
152,2.6822785913944243
153,4.170476287603378
154,4.674802893400193
155,3.2261108636856077
156,1.6001660615205764
157,1.0
158,1.413594740629196
159,4.868195340037346
160,3.0781444281339647
161,4.061985212564468
162,1.3427673995494842
163,4.864780735969544
164,4.864714133739471
165,4.269371796399355
166,2.8694281548261644
167,4.8564074575901035
168,4.591038006544113
169,4.230029860883951
170,4.093171042809263
171,4.162684331834316
172,4.86437523663044
173,2.536776399612427
174,4.1891905140131716
175,4.8280178040266035
176,1.8903757721185683
177,4.516807249188423
178,2.1971960186958315
179,4.7158192723989485
180,4.032762254076078
181,4.820358335971832
182,1.2861955791711808
183,1.0
184,4.131113813817501
185,4.749193117022514
186,4.051357909850776
187,3.857753190398216
188,4.634192734956741
189,4.239210815727711
190,4.128033754345961
191,4.164799742400646
192,4.653310957551002
193,1.342044124007225
194,3.0270670294761657
195,4.420831771194935
196,4.52824490070343
197,2.9572241120040417
198,1.3114519566297531
199,4.751578629016876
200,3.1038565903902056
201,4.658731091022491
202,4.715403956174851
203,4.460141524672508
204,3.344919169135392
205,4.177937963232398
206,4.851827210187912
207,4.288529914617539
208,4.584502610564232
209,4.528009217977524
210,3.9603673577308656
211,4.20321449264884
212,4.658772873878479
213,4.102082923054695
214,4.659335088729859
215,4.851122283935547
216,4.606036508083344
217,4.723774090409279
218,4.694393506646156
219,2.4451402753591536
220,4.559453395009041
221,2.2917025887174534
222,4.208028227090836
223,4.749418413639068
224,4.10508451834321
225,2.940482658147812
226,4.121472434699536
227,4.126992047578097
228,4.839126497507095
229,4.139711704105139
230,3.326029836758971
231,1.2360239923000336
232,1.4974673449993134
233,1.9107819110155106
234,4.719274660944938
235,1.749635788798332
236,4.181003030017019
237,4.110814918670803
238,4.685441234707833
239,2.860919083910994
240,4.047256153449416
241,4.231763541698456
242,4.705225521326065
243,4.539766159653664
244,4.710595786571503
245,3.1204283863306044
246,3.318197409622371
247,4.65161055624485
248,4.267845639586449
249,3.442071049939841
250,4.409234967827797
251,1.6027783453464508
252,4.624227821826935
253,2.346566191315651
254,3.639296364784241
255,4.571537661552429
256,3.4147594368085263
257,4.093394069839269
258,4.6011976391077045
259,4.46500815153122
260,3.560941296815872
261,1.707657528668642
262,2.6238454967737197
263,3.701454073647619
264,1.0
265,3.2530473725870253
266,2.5267628222703933
267,1.2930846810340881
268,2.150021344423294
269,3.790302984789014
270,1.3993068814277647
271,4.3549941837787625
272,3.4203213900327682
273,4.583001142740249
274,4.617627212405205
275,4.657117277383804
276,3.3435412675142286
277,3.349543407498845
278,1.6677551163360476
279,4.194277369976044
280,4.758894020318985
281,3.0830831347964702
282,4.155048446357251
283,1.1758191198110581
284,4.116031850129366
285,3.6627515077590944
286,4.012223041895777
287,4.475924023985863
288,3.8900145322084425
289,4.710324642062187
290,4.45470899939537
291,4.853566181659699
292,1.0
293,1.4512259989976881
294,3.824355854652822
295,4.771270197629929
296,4.2174190111458305
297,1.0
298,2.4409973859786986
299,3.708051747083664
300,4.544244673848152
301,4.046278786659241
302,4.775165870785713
303,4.653469237685203
304,4.8653149664402005
305,4.598784175515175
306,4.713640853762627
307,4.620987257361412
308,4.670998385548591
309,2.572276839683764
310,4.81694466471672
311,4.53880794942379
312,1.3064247637987136
313,4.8653530210256575
314,4.095848911255598
315,3.15897698700428
316,4.691471621394157
317,1.0682566098868846
318,1.7541211813688278
319,4.178604507818818
320,4.12160310447216
321,4.733293044567108
322,4.7176995277404785
323,1.3245349496603012
324,3.676559516787529
325,4.749758404493332
326,4.244486901909113
327,3.9153020225465296
328,4.225441324710846
329,1.1514618545770645
330,4.08662229180336
331,4.520674833655358
332,4.716380134224892
333,2.208860695362091
334,1.5109533041715622
335,3.895382217830047
336,4.77976376414299
337,4.546988061070442
338,4.376599851250648
339,4.81056062579155
340,3.851047357916832
341,4.788758307695389
342,4.710364830493927
343,3.841838807426393
344,3.4570504850242285
345,4.744536179304123
346,4.196790688857436
347,1.3728966176509858
348,4.292818252742291
349,4.042678115516901
350,4.322630389034748
351,3.044339841604233
352,3.877088063582778
353,4.457473158836365
354,4.723114883899688
355,4.085951319336891
356,4.683532667160034
357,4.558480170369148
358,4.324286460876465
359,4.691096949577331
360,4.351274056732654
361,4.821887338161469
362,4.555216783285141
363,4.6047993957996365
364,4.082623369619251
365,2.0281902499496938
366,4.710644909739495
367,4.7276213526725765
368,2.828308016061783
369,4.68045129776001
370,1.6014014154672622
371,4.119208061695099
372,3.989855596423149
373,4.705945125222206
374,3.0622321736067533
375,4.203789360448718
376,4.111117754597217
377,4.132305119233206
378,4.40513066649437
379,4.0967969134449955
380,4.071126954257489
381,4.052967636287212
382,4.149283472634852
383,4.432504880428314
384,2.5499516814947127
385,4.56745874285698
386,1.1557501986622811
387,4.8048452824354175
388,1.2090705499053
389,4.445009309053421
390,4.182202320545912
391,4.736652746796608
392,4.817869874835014
393,3.5314636915922164
394,4.315088978409767
395,4.393222993612289
396,4.242769095301628
397,4.777847701311112
398,3.9685279980301855
399,4.6497338056564335
400,4.1976291876286265
401,4.143458518385887
402,4.551862993836403
403,3.891178981028497
404,4.816054832935333
405,4.695828953385353
406,4.628355526924134
407,4.205486476421356
408,4.133803072571754
409,4.839248898625374
410,4.388139751553536
411,3.751531881093979
412,4.8287984251976015
413,4.7578312247991565
414,4.057643043494318
415,3.7825179874897
416,1.0
417,4.802952206134796
418,4.56602410376072
419,4.372290244698524
420,4.192472839727998
421,4.849799957871437
422,4.707529196143151
423,4.669620221853256
424,4.389187726378441
425,4.402369418740273
426,1.0
427,1.3385872662067413
428,4.824045604467392
429,4.63713010251522
430,4.863602963089943
431,4.19650337100029
432,4.154657766222954
433,4.610511115193367
434,4.6942190617322925
435,3.956110193580389
436,4.1909513410180805
437,4.559393247961998
438,4.732953855395317
439,4.126899905875325
440,1.4738127821823581
441,4.8632556110620495
442,4.057944054575637
443,4.687036162614822
444,4.500544527173043
445,4.558857324719429
446,3.2259235233068466
447,4.309015542268753
448,3.0270826131105424
449,4.684974420070648
450,4.850136685371399
451,2.6632591068744658
452,3.712413576245308
453,4.84033385515213
454,4.559964868426323
455,4.25654928162694
456,4.298210057616234
457,4.709633234143257
458,4.569455534219742
459,2.3521835872903467
460,3.2362760633230208
461,4.346168470382691
462,4.612254863977432
463,4.202218748629093
464,2.299058121442795
465,4.109395254065748
466,4.648469012975693
467,4.126568901911378
468,4.768703645467758
469,3.989787659049034
470,3.346733036637306
471,1.1173200169811026
472,3.9675672471523287
473,4.100070187076926
474,1.366026559472084
475,4.7070326745510105
476,4.605895975232125
477,4.677772265672684
478,4.138336288928985
479,4.83482081592083
480,3.8524349331855774
481,2.9314539968967437
482,4.86266970038414
483,4.796079182624817
484,4.068412938714028
485,4.559613963961601
486,4.813090035319329
